company,old,title,link,salary,netgross,city
SEB,Liko 6 dienos,Junior Vulnerability Scanning Engineer in Security Operation Center at SEB in Vilnius,https://www.cvbankas.lt/junior-vulnerability-scanning-engineer-in-security-operation-center-at-seb-in-vilnius-vilniuje/1-8732626,1400-3000,Neatskaičius mokesčių,Vilniuje
UAB „Western Investment“,Liko 6 dienos,Web projektų vadovas (-ė) ,https://www.cvbankas.lt/web-projektu-vadovas-e-vilniuje/1-9007674,Nuo 1500,Į rankas,Vilniuje
VĮ Lietuvos oro uostai,Liko 6 dienos,Sistemų priežiūros projektų vadovas (-ė),https://www.cvbankas.lt/sistemu-prieziuros-projektu-vadovas-e-vilniuje/1-9007658,2500-3100,Neatskaičius mokesčių,Vilniuje
Thermo Fisher Scientific,Liko 6 dienos,Junior Scientist (200401BR),https://www.cvbankas.lt/junior-scientist-200401br-vilniuje/1-9007376,1200-1900,Neatskaičius mokesčių,Vilniuje
"KIKA LT, UAB",Liko 6 dienos,IT PROGRAMUOTOJAS (-A),https://www.cvbankas.lt/it-programuotojas-a-kaune/1-9007292,2500,Neatskaičius mokesčių,Kaune
UAB „HELLA Lithuania“,Liko 6 dienos,JUNIOR PROJECT ENGINEER,https://www.cvbankas.lt/junior-project-engineer-kaune/1-9007296,1700-1900,Neatskaičius mokesčių,Kaune
ATEA grupė,Liko 6 dienos,JAVA PROGRAMUOTOJAS (-A),https://www.cvbankas.lt/java-programuotojas-a-kaune/1-9007062,1000-2000,Į rankas,Kaune
ATEA grupė,Liko 6 dienos,PHP PROGRAMUOTOJAS (-A),https://www.cvbankas.lt/php-programuotojas-a-vilniuje/1-9007052,1000-2000,Į rankas,Vilniuje
ATEA grupė,Liko 6 dienos,SISTEMŲ ANALITIKAS (-Ė),https://www.cvbankas.lt/sistemu-analitikas-e-vilniuje/1-9007050,900-1700,Į rankas,Vilniuje
Thermo Fisher Scientific,Liko 6 dienos,Senior Quality Specialist (200765BR),https://www.cvbankas.lt/senior-quality-specialist-200765br-vilniuje/1-9007036,2100-3200,Neatskaičius mokesčių,Vilniuje
"mtc. Riga, SIA",Liko 6 dienos,Remote PHP Backend Web Developer,https://www.cvbankas.lt/remote-php-backend-web-developer-darbas-namuose/1-6297771,2300-3500,Neatskaičius mokesčių,Darbas namuose
MB „Bitcat“,Liko 6 dienos,Full-Stack (Laravel/React) Developer Fintech Project,https://www.cvbankas.lt/full-stack-laravel-react-developer-fintech-project-kaune/1-8484052,2500-4000,Neatskaičius mokesčių,Kaune
UAB „Columbus Lietuva“,Liko 6 dienos,IT konsultantas (-ė),https://www.cvbankas.lt/it-konsultantas-e-kaune/1-9006566,1700-2200,Neatskaičius mokesčių,Kaune
SEB,Liko 6 dienos,Java Developer in Investment Advisory team,https://www.cvbankas.lt/java-developer-in-investment-advisory-team-vilniuje/1-7803207,,,Vilniuje
UAB „FL Technics“,,IT Systems Administrator,https://www.cvbankas.lt/it-systems-administrator-vilniuje/1-9006358,Nuo 2280,Neatskaičius mokesčių,Vilniuje
UAB „Biuro“,Liko 6 dienos,SALES ANALYST,https://www.cvbankas.lt/sales-analyst-vilniuje/1-9006374,1241-1355,Į rankas,Vilniuje
Thermo Fisher Scientific,Liko 6 dienos,Junior Analytical Development Scientist (194975BR),https://www.cvbankas.lt/junior-analytical-development-scientist-194975br-vilniuje/1-8842800,1200-1800,Neatskaičius mokesčių,Vilniuje
Ignitis grupė,Liko 6 dienos,UŽSAKYMŲ VALDYMO (ANGL. ORDER MANAGEMENT) SISTEMOS IT ANALITIKAS (-Ė),https://www.cvbankas.lt/uzsakymu-valdymo-angl-order-management-sistemos-it-analitikas-e-vilniuje/1-9005966,2065-3569,Neatskaičius mokesčių,Vilniuje
UAB „Komfovent“,Liko 6 dienos,Full-Stack .NET PROGRAMUOTOJAS (-A),https://www.cvbankas.lt/full-stack-net-programuotojas-a-vilniuje/1-8702900,2500-3500,Neatskaičius mokesčių,Vilniuje
UAB „Komfovent“,Liko 6 dienos,Front-End - 3D Web PROGRAMUOTOJAS,https://www.cvbankas.lt/front-end-3d-web-programuotojas-vilniuje/1-8703658,3000-4000,Neatskaičius mokesčių,Vilniuje
Bankera,Liko 6 dienos,Quality Assurance Specialist,https://www.cvbankas.lt/quality-assurance-specialist-vilniuje/1-8245237,1000-8200,Neatskaičius mokesčių,Vilniuje
Bankera,Liko 6 dienos,Quality Assurance Specialist,https://www.cvbankas.lt/quality-assurance-specialist-kaune/1-8245239,1000-8200,Neatskaičius mokesčių,Kaune
UAB „EIS Group Lietuva“,Liko 6 dienos,Middle - Senior Software Testing Specialists,https://www.cvbankas.lt/middle-senior-software-testing-specialists-vilniuje/1-8866804,2500-5500,Neatskaičius mokesčių,Vilniuje
NRD companies,Liko 6 dienos,.NET programuotojas,https://www.cvbankas.lt/net-programuotojas-vilniuje/1-9005774,4000-5800,Neatskaičius mokesčių,Vilniuje
UAB Emplonet,Liko 6 dienos,IT TINKLO ADMINISTRATORIUS (-Ė),https://www.cvbankas.lt/it-tinklo-administratorius-e-vilniuje/1-9005756,3000-3700,Neatskaičius mokesčių,Vilniuje
UAB „SME Finance“,Liko 6 dienos,Product Owner for Digital Application (Lending),https://www.cvbankas.lt/product-owner-for-digital-application-lending-vilniuje/1-8569174,Nuo 3800,Neatskaičius mokesčių,Vilniuje
AB „Lytagra“,Liko 6 dienos,VERSLO VALDYMO SISTEMOS ADMINISTRATORIUS (-Ė),https://www.cvbankas.lt/verslo-valdymo-sistemos-administratorius-e-kaune/1-8768112,Nuo 1500,Į rankas,Kaune
Oxylabs,Liko 6 dienos,Senior SEO Specialist,https://www.cvbankas.lt/senior-seo-specialist-vilniuje/1-8870884,2800-4300,Neatskaičius mokesčių,Vilniuje
Oxylabs,Liko 6 dienos,Frontend Developer,https://www.cvbankas.lt/frontend-developer-vilniuje/1-8124363,1650-4450,Neatskaičius mokesčių,Vilniuje
SEB,Liko 3 dienos,Software Developer (Progress 4GL/ OpenEdge) in Cross border payments and liquidity team,https://www.cvbankas.lt/software-developer-progress-4gl-openedge-in-cross-border-payments-and-liquidity-team-vilniuje/1-8336105,,,Vilniuje
SEB,Liko 5 dienos,Solution Architect for Remote Team in Customer Overview and Digital Enablers Tribe,https://www.cvbankas.lt/solution-architect-for-remote-team-in-customer-overview-and-digital-enablers-tribe-vilniuje/1-8866298,3700-5500,Neatskaičius mokesčių,Vilniuje
Oxylabs,Liko 4 dienos,Data Analyst,https://www.cvbankas.lt/data-analyst-vilniuje/1-8862946,2645-4100,Neatskaičius mokesčių,Vilniuje
UAB „Addendum Solutions“,Liko 3 dienos,Business - IT System Analyst,https://www.cvbankas.lt/business-it-system-analyst-darbas-namuose/1-8993534,3000-3400,Neatskaičius mokesčių,Darbas namuose
UAB „RASO“,Liko 4 dienos,.NET PROGRAMUOTOJAS (-A),https://www.cvbankas.lt/net-programuotojas-a-vilniuje/1-8859260,2975-4959,Neatskaičius mokesčių,Vilniuje
UAB „RASO“,Liko 4 dienos,R&D SKYRIAUS VADOVAS (-Ė),https://www.cvbankas.lt/r-d-skyriaus-vadovas-e-vilniuje/1-8857392,4132-5785,Neatskaičius mokesčių,Vilniuje
UAB „Nexchange solutions“,Liko 3 dienos,Senior Python Developer (remote),https://www.cvbankas.lt/senior-python-developer-remote-darbas-namuose/1-8992560,5000-7000,Į rankas,Darbas namuose
ATEA grupė,Liko 3 dienos,Vaizdo ir garso sistemų projektuotojas (-a),https://www.cvbankas.lt/vaizdo-ir-garso-sistemu-projektuotojas-a-vilniuje/1-8890218,1200-1500,Į rankas,Vilniuje
Luminor Bank AS Lietuvos skyrius,Liko 3 dienos,Specialist in Loan Disbursement & Maintenance team,https://www.cvbankas.lt/specialist-in-loan-disbursement-maintenance-team-vilniuje/1-8952408,1160-1740,Neatskaičius mokesčių,Vilniuje
UAB „People Link“,Liko 3 dienos,Senior Data Engineer,https://www.cvbankas.lt/senior-data-engineer-vilniuje/1-8992144,4500-5700,Neatskaičius mokesčių,Vilniuje
UAB „Inventi“,Liko 3 dienos,Project Manager,https://www.cvbankas.lt/project-manager-vilniuje/1-8992038,3300-4600,Neatskaičius mokesčių,Vilniuje
AB Vilniaus šilumos tinklai,Liko 3 dienos,SKAITMENINIO DVYNIO PROJEKTO VADOVAS (-Ė),https://www.cvbankas.lt/skaitmeninio-dvynio-projekto-vadovas-e-vilniuje/1-8992098,Nuo 2300,Neatskaičius mokesčių,Vilniuje
AB „Linas Agro“,Liko 3 dienos,Dynamics ERP vyr. programuotojas (-a) (Lietuva),https://www.cvbankas.lt/dynamics-erp-vyr-programuotojas-a-lietuva-vilniuje/1-8991906,5000-7000,Neatskaičius mokesčių,Vilniuje
UAB „EIS Group Lietuva“,Liko 3 dienos,OPERATIONS MANAGER - DATA ANALYST,https://www.cvbankas.lt/operations-manager-data-analyst-vilniuje/1-8991786,2200-3000,Neatskaičius mokesčių,Vilniuje
ATEA grupė,Liko 3 dienos,JAVA PROGRAMUOTOJAS (-A),https://www.cvbankas.lt/java-programuotojas-a-vilniuje/1-8991646,1000-2000,Į rankas,Vilniuje
UAB „Nemuno vaistinė“,Liko 3 dienos,IT inžinierius (-ė),https://www.cvbankas.lt/it-inzinierius-e-kaune/1-8991548,Iki 2300,Neatskaičius mokesčių,Kaune
UAB „EPS LT“,Liko 3 dienos,APP ADMIN,https://www.cvbankas.lt/app-admin-vilniuje/1-8988850,2500-3600,Neatskaičius mokesčių,Vilniuje
UAB „TV ŽAIDIMAI“,Liko 3 dienos,ANALITIKAS - BUKMEKERIS,https://www.cvbankas.lt/analitikas-bukmekeris-vilniuje/1-8991462,Nuo 1000,Į rankas,Vilniuje
UAB „Ltintus“,Liko 3 dienos,Software Developer (.NET),https://www.cvbankas.lt/software-developer-net-darbas-namuose/1-7625659,2800-4000,Neatskaičius mokesčių,Darbas namuose
UAB „Viltechmeda“,Liko 3 dienos,EMBEDDED SOFTWARE ENGINEER,https://www.cvbankas.lt/embedded-software-engineer-vilniuje/1-8323675,Nuo 3000,Neatskaičius mokesčių,Vilniuje
Girteka įmonių grupė,Liko 3 dienos,People and Culture Specialist,https://www.cvbankas.lt/people-and-culture-specialist-vilniuje/1-8857168,1800-2000,Neatskaičius mokesčių,Vilniuje
SEB,Liko 3 dienos,.Net developer in Financing and Loans area at SEB in Vilnius,https://www.cvbankas.lt/net-developer-in-financing-and-loans-area-at-seb-in-vilnius-vilniuje/1-8293111,2600-4800,Neatskaičius mokesčių,Vilniuje
UAB „Kelionių akademija“,,Pradedantis LARAVEL PHP JavaScript programuotojas,https://www.cvbankas.lt/pradedantis-laravel-php-javascript-programuotojas-vilniuje/1-8989480,1400-3400,Neatskaičius mokesčių,Vilniuje
UAB „EIS Group Lietuva“,,Middle - Senior Backend Developer (Java),https://www.cvbankas.lt/middle-senior-backend-developer-java-vilniuje/1-8988662,2800-5500,Neatskaičius mokesčių,Vilniuje
"Registrų Centras, VĮ",,VYRIAUSIASIS (-IOJI) SAUGOS ADMINISTRATORIUS (-Ė),https://www.cvbankas.lt/vyriausiasis-ioji-saugos-administratorius-e-vilniuje/1-8988528,2440-3660,Neatskaičius mokesčių,Vilniuje
UAB „Baltic Consol Line“,,Projektų vadovas (IT srityje),https://www.cvbankas.lt/projektu-vadovas-it-srityje-vilniuje/1-8986492,1900-2800,Neatskaičius mokesčių,Vilniuje
UAB „Melsoft LT“,,Golang Developer,https://www.cvbankas.lt/golang-developer-vilniuje/1-8987956,3000-7500,Neatskaičius mokesčių,Vilniuje
UAB „Littelfuse LT“,,SENIOR EMBEDDED SOFTWARE ENGINEER,https://www.cvbankas.lt/senior-embedded-software-engineer-darbas-namuose/1-8987566,Nuo 3300,Neatskaičius mokesčių,Darbas namuose
UAB „Gurtam“,,Full-Stack Developer,https://www.cvbankas.lt/full-stack-developer-vilniuje/1-8987738,6000,Neatskaičius mokesčių,Vilniuje
Citco Group of Companies,,Senior Business Data Analyst & Project Manager,https://www.cvbankas.lt/senior-business-data-analyst-project-manager-vilniuje/1-8983268,3500-5000,Neatskaičius mokesčių,Vilniuje
Girteka įmonių grupė,,QA Engineer,https://www.cvbankas.lt/qa-engineer-vilniuje/1-8987396,2070-2600,Neatskaičius mokesčių,Vilniuje
Venipak įmonių grupė,,IT technikas,https://www.cvbankas.lt/it-technikas-kaune/1-8724266,1325-1983,Neatskaičius mokesčių,Kaune
UAB „RASO“,,KLIENTŲ APTARNAVIMO GRUPĖS VADOVAS (-Ė),https://www.cvbankas.lt/klientu-aptarnavimo-grupes-vadovas-e-vilniuje/1-8986778,1928-2807,Neatskaičius mokesčių,Vilniuje
UAB „Indigroup“,,Senior Swift Developer,https://www.cvbankas.lt/senior-swift-developer-kaune/1-8986744,5000-6600,Neatskaičius mokesčių,Kaune
UAB „Kesko Senukai Digital“,,IT Service Manager,https://www.cvbankas.lt/it-service-manager-vilniuje/1-8986652,Nuo 2500,Neatskaičius mokesčių,Vilniuje
UAB „Kesko Senukai Digital“,,Product Owner,https://www.cvbankas.lt/product-owner-vilniuje/1-8986642,Nuo 3000,Neatskaičius mokesčių,Vilniuje
UAB „HOSTINGER“,,Back-end PHP Developer,https://www.cvbankas.lt/back-end-php-developer-kaune/1-6555033,2500-5000,Neatskaičius mokesčių,Kaune
SEB,,Java Developer in Delivery Accelerator Tribe at SEB in Vilnius,https://www.cvbankas.lt/java-developer-in-delivery-accelerator-tribe-at-seb-in-vilnius-vilniuje/1-8318923,2300-4700,Neatskaičius mokesčių,Vilniuje
Revel Systems,,Senior Front End Engineer (React),https://www.cvbankas.lt/senior-front-end-engineer-react-vilniuje/1-6908859,4800-8000,Neatskaičius mokesčių,Vilniuje
UAB „Personalo valdymo sistemos“,,Sistemų administratorius (-ė),https://www.cvbankas.lt/sistemu-administratorius-e-siauliuose/1-8984472,Nuo 2000,Neatskaičius mokesčių,Šiauliuose
UAB „Addendum Solutions“,,Full-Stack Java Developer,https://www.cvbankas.lt/full-stack-java-developer-darbas-namuose/1-8650298,3100-4100,Neatskaičius mokesčių,Darbas namuose
UAB „HOSTINGER“,,Front-end Developer (HPanel),https://www.cvbankas.lt/front-end-developer-hpanel-darbas-namuose/1-8983274,2500-5000,Neatskaičius mokesčių,Darbas namuose
MV GROUP,,VERSLO PROCESO VYSTYMO EKSPERTAS (-Ė),https://www.cvbankas.lt/verslo-proceso-vystymo-ekspertas-e-vilniuje/1-8982652,2400-3600,Neatskaičius mokesčių,Vilniuje
UAB „Sapiens Lithuania“,,Project Interface Analyst,https://www.cvbankas.lt/project-interface-analyst-vilniuje/1-8983092,2900-4500,Neatskaičius mokesčių,Vilniuje
Telia,,Product Manager,https://www.cvbankas.lt/product-manager-vilniuje/1-8983102,,,Vilniuje
UAB „Sapiens Lithuania“,,Java Engineer,https://www.cvbankas.lt/java-engineer-vilniuje/1-8983062,2300-4500,Neatskaičius mokesčių,Vilniuje
Ignitis grupė,,VYR. IT TESTUOTOJAS (-A)/ SENIOR QA TESTER (REMOTE),https://www.cvbankas.lt/vyr-it-testuotojas-a-senior-qa-tester-remote-vilniuje/1-8207071,2065-3599,Neatskaičius mokesčių,Vilniuje
UAB „Littelfuse LT“,,SENIOR IT COMPLIANCE ANALYST,https://www.cvbankas.lt/senior-it-compliance-analyst-kaune/1-8982608,Nuo 4100,Neatskaičius mokesčių,Kaune
UAB „Bitė Lietuva“,,"IT sistemų inžinierė (-ius), BITĖS grupė (Duomenų bazės)",https://www.cvbankas.lt/it-sistemu-inziniere-ius-bites-grupe-duomenu-bazes-vilniuje/1-8982536,2300-3300,Neatskaičius mokesčių,Vilniuje
UAB „Magnus IC“ (PrestaRock),,Jaunesnys PHP programuotojas (-a),https://www.cvbankas.lt/jaunesnys-php-programuotojas-a-kaune/1-5605279,800-2000,Į rankas,Kaune
UAB „DappRadar“,,Backend Software Engineer (PHP) (Remote),https://www.cvbankas.lt/backend-software-engineer-php-remote-kaune/1-8982112,4000-6000,Neatskaičius mokesčių,Kaune
UAB „People Link“,,IT vadovas (-ė),https://www.cvbankas.lt/it-vadovas-e-vilniuje/1-8981580,3800-4100,Neatskaičius mokesčių,Vilniuje
MB „Umina LT“,,Phyton - Odoo Programuotojas,https://www.cvbankas.lt/phyton-odoo-programuotojas-vilniuje/1-8283775,1500-3500,Į rankas,Vilniuje
UADBB „Aon Baltic“,,Insurance Project Manager,https://www.cvbankas.lt/insurance-project-manager-vilniuje/1-8981168,2200-3000,Neatskaičius mokesčių,Vilniuje
UAB „Indigroup“,,Senior Swift Developer,https://www.cvbankas.lt/senior-swift-developer-vilniuje/1-8978236,5000-6600,Neatskaičius mokesčių,Vilniuje
UAB „Kevin EU“,,IT & Business Process Analyst,https://www.cvbankas.lt/it-business-process-analyst-vilniuje/1-8978320,2900-3800,Neatskaičius mokesčių,Vilniuje
SEB,,Software Developer in Card Payments & Wallets team at SEB,https://www.cvbankas.lt/software-developer-in-card-payments-wallets-team-at-seb-vilniuje/1-8978280,2300-3500,Neatskaičius mokesčių,Vilniuje
SEB,,Scrum Master/IT Change Manager in AITSM at SEB in Vilnius,https://www.cvbankas.lt/scrum-master-it-change-manager-in-aitsm-at-seb-in-vilnius-vilniuje/1-8978166,2000-3000,Neatskaičius mokesčių,Vilniuje
UAB „ThinkBig LT“,,Junior PHP Full-stack programuotojas,https://www.cvbankas.lt/junior-php-full-stack-programuotojas-kaune/1-7681421,600-1200,Į rankas,Kaune
UAB „Magnus IC“ (PrestaRock),,PHP programuotojo (-os) (galimas remote),https://www.cvbankas.lt/php-programuotojo-os-galimas-remote-kaune/1-5605263,2000-3000,Į rankas,Kaune
MB „Išskirtinis mąstymas“,,QA praktika - internship with work possibility after,https://www.cvbankas.lt/qa-praktika-internship-with-work-possibility-after-vilniuje/1-8971458,,,Vilniuje
SĮ „Susisiekimo paslaugos“,,IT INFRASTRUKTŪROS INŽINIERIUS (-Ė),https://www.cvbankas.lt/it-infrastrukturos-inzinierius-e-vilniuje/1-8977808,Nuo 1300,Neatskaičius mokesčių,Vilniuje
UAB „Columbus Lietuva“,,MICROSOFT NAV/D365 BC KONSULTANTAS (-Ė),https://www.cvbankas.lt/microsoft-nav-d365-bc-konsultantas-e-vilniuje/1-8977774,2100-3100,Neatskaičius mokesčių,Vilniuje
UAB „Grinda“,,UAB „GRINDA“ IT SISTEMŲ SPECIALISTAS (-Ė),https://www.cvbankas.lt/uab-grinda-it-sistemu-specialistas-e-vilniuje/1-8977596,1600-2000,Neatskaičius mokesčių,Vilniuje
UAB „Hollister Lietuva“,,Cybersecurity Analyst,https://www.cvbankas.lt/cybersecurity-analyst-kaune/1-8841504,Nuo 3100,Neatskaičius mokesčių,Kaune
UAB „Dokobit“,,Information Security Compliance Manager,https://www.cvbankas.lt/information-security-compliance-manager-vilniuje/1-8977360,3300-6000,Neatskaičius mokesčių,Vilniuje
UAB „INFO-TEC“ paslaugų centras,,PROGRAMUOTOJAS (-A),https://www.cvbankas.lt/programuotojas-a-vilniuje/1-8837976,Nuo 3500,Neatskaičius mokesčių,Vilniuje
Ignitis grupė,,RPA DEVELOPER,https://www.cvbankas.lt/rpa-developer-vilniuje/1-8977222,2065-3271,Neatskaičius mokesčių,Vilniuje
MB Seems neat,,React developer,https://www.cvbankas.lt/react-developer-vilniuje/1-7779617,1000-2500,Į rankas,Vilniuje
MB Seems neat,,PHP developer (Laravel),https://www.cvbankas.lt/php-developer-laravel-vilniuje/1-8394109,1000-2300,Į rankas,Vilniuje
UAB „Gitana“,,Programuotojas - IT specialistas,https://www.cvbankas.lt/programuotojas-it-specialistas-klaipedoje/1-7642403,800-1500,Į rankas,Klaipėdoje
ECOSERVICE grupė,,Jaunesnysis IT administratorius,https://www.cvbankas.lt/jaunesnysis-it-administratorius-vilniuje/1-8976534,Nuo 1200,Į rankas,Vilniuje
SEB,,Development LAB internship – Junior Software Developer,https://www.cvbankas.lt/development-lab-internship-junior-software-developer-vilniuje/1-8976246,,,Vilniuje
UAB „UCS BALTIC“,,IT serviso inžinierius darbui pas klientus,https://www.cvbankas.lt/it-serviso-inzinierius-darbui-pas-klientus-siauliuose/1-6548103,1000-1850,Neatskaičius mokesčių,Šiauliuose
UAB „Indigroup“,,Senior Java Engineer,https://www.cvbankas.lt/senior-java-engineer-kaune/1-8975738,5500-7500,Neatskaičius mokesčių,Kaune
UAB „Topo grupė“,,.NET PROGRAMUOTOJAS (-A),https://www.cvbankas.lt/net-programuotojas-a-kaune/1-8975672,Nuo 1500,Į rankas,Kaune
UAB „Topo grupė“,,PROGRAMUOTOJŲ KOMANDOS VADOVAS (-Ė),https://www.cvbankas.lt/programuotoju-komandos-vadovas-e-kaune/1-8975656,Nuo 2000,Į rankas,Kaune
Telia,,IT Inžinierius (-ė),https://www.cvbankas.lt/it-inzinierius-e-vilniuje/1-8973324,,,Vilniuje
UAB „ENERGUS GROUP“,,Senior Developer,https://www.cvbankas.lt/senior-developer-vilniuje/1-8249461,2950-5750,Į rankas,Vilniuje
UAB „Nordcurrent Group“,,ŽAIDIMŲ TECHNINĖS PAGALBOS SPECIALISTAS (-Ė) (HELP DESK),https://www.cvbankas.lt/zaidimu-technines-pagalbos-specialistas-e-help-desk-vilniuje/1-4393703,Nuo 1350,Neatskaičius mokesčių,Vilniuje
UAB „Ekonovus“,,IT įrangos priežiūros specialistas (-ė),https://www.cvbankas.lt/it-irangos-prieziuros-specialistas-e-vilniuje/1-8972206,Nuo 850,Į rankas,Vilniuje
UAB „Kodema“,,E-COMMERCE SALES MANAGER,https://www.cvbankas.lt/e-commerce-sales-manager-kaune/1-8972048,2500-3000,Į rankas,Kaune
UAB „KONG ARTHUR LT“,,Full - stack programuotojas (-a),https://www.cvbankas.lt/full-stack-programuotojas-a-kaune/1-8971620,1200-2000,Į rankas,Kaune
UAB „BnP Finance“,,PHP PROGRAMUOTOJAS (-A),https://www.cvbankas.lt/php-programuotojas-a-vilniuje/1-5884971,1500-2500,Į rankas,Vilniuje
UAB „Dipocket“,,JAVA DEVELOPER,https://www.cvbankas.lt/java-developer-vilniuje/1-8970890,1500-3500,Į rankas,Vilniuje
UAB „Iterato“,,QA ENGINEER,https://www.cvbankas.lt/qa-engineer-darbas-namuose/1-8970780,1500-2300,Į rankas,Darbas namuose
Bankera,,IT Business - System Analyst,https://www.cvbankas.lt/it-business-system-analyst-vilniuje/1-8688214,3000-10000,Neatskaičius mokesčių,Vilniuje
Bankera,,IT Business - System Analyst,https://www.cvbankas.lt/it-business-system-analyst-kaune/1-8688120,3000-10000,Neatskaičius mokesčių,Kaune
Bankera,,Mobile Developer,https://www.cvbankas.lt/mobile-developer-vilniuje/1-8699500,3000-10000,Neatskaičius mokesčių,Vilniuje
Bankera,,Mobile Developer,https://www.cvbankas.lt/mobile-developer-kaune/1-8699494,3000-10000,Neatskaičius mokesčių,Kaune
Bankera,,Infrastructure Engineer (DevOps),https://www.cvbankas.lt/infrastructure-engineer-devops-kaune/1-8699492,3000-10000,Neatskaičius mokesčių,Kaune
Bankera,,Infrastructure Engineer (DevOps),https://www.cvbankas.lt/infrastructure-engineer-devops-vilniuje/1-8699484,3000-10000,Neatskaičius mokesčių,Vilniuje
Bankera,,Blockchain Developer,https://www.cvbankas.lt/blockchain-developer-kaune/1-8699418,3000-10000,Neatskaičius mokesčių,Kaune
Bankera,,Blockchain Developer,https://www.cvbankas.lt/blockchain-developer-vilniuje/1-8699432,3000-10000,Neatskaičius mokesčių,Vilniuje
Bankera,,Cyber Security Specialist,https://www.cvbankas.lt/cyber-security-specialist-vilniuje/1-8699378,3000-10000,Neatskaičius mokesčių,Vilniuje
Bankera,,Cyber Security Specialist,https://www.cvbankas.lt/cyber-security-specialist-kaune/1-8699408,3000-10000,Neatskaičius mokesčių,Kaune
Bankera,,Cyber Security Specialist (Penetration Tester),https://www.cvbankas.lt/cyber-security-specialist-penetration-tester-vilniuje/1-8699376,3000-10000,Neatskaičius mokesčių,Vilniuje
Bankera,,Cyber Security Specialist (Penetration Tester),https://www.cvbankas.lt/cyber-security-specialist-penetration-tester-kaune/1-8699356,3000-10000,Neatskaičius mokesčių,Kaune
Bankera,,Android Developer,https://www.cvbankas.lt/android-developer-kaune/1-8245259,3000-10000,Neatskaičius mokesčių,Kaune
Bankera,,Android Developer,https://www.cvbankas.lt/android-developer-vilniuje/1-8030967,3000-10000,Neatskaičius mokesčių,Vilniuje
Bankera,,iOS developer,https://www.cvbankas.lt/ios-developer-kaune/1-8699510,3000-10000,Neatskaičius mokesčių,Kaune
Bankera,,iOS developer,https://www.cvbankas.lt/ios-developer-vilniuje/1-8699502,3000-10000,Neatskaičius mokesčių,Vilniuje
UAB „Novian Technologies“,,IT inžinierius (-ė),https://www.cvbankas.lt/it-inzinierius-e-klaipedoje/1-8130893,800-1000,Į rankas,Klaipėdoje
UAB „Indigroup“,,Senior Java Engineer,https://www.cvbankas.lt/senior-java-engineer-vilniuje/1-8970526,5500-7500,Neatskaičius mokesčių,Vilniuje
